index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
618,flightstats,AA-789-ORD-DEN,1:05 p.m. Dec 1,1:19 p.m.,2:35 p.m.,2023-12-02T15:13:00
619,flightstats,UA-854-SFO-IAH,7:53 a.m. Dec 1,7:53 a.m.,1:39 p.m. UTC,1:30 p.m.
620,flightstats,AA-415-BOS-ORD,2011-11-30T08:35:00,8:56 a.m. Dec 1,10:40 a.m.,12/01/2011 10:16 a.m.
621,flightstats,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 PM,6:43 p.m.
622,flightstats,AA-3786-IAH-ORD,TBD,6:00 p.m.,6:40 p.m.,6:15 p.m.
623,flightstats,AA-222-LAX-BOS,2023-11-30T07:10:00,11/30 7:31 a.m.,3:30 p.m.,11/30 15:14
624,flightstats,CO-50-CLE-EWR,14:55,3:31 PM,Dec 01 4:49 p.m.,Dec 02 5:26 p.m.
625,flightstats,UA-3099-PHX-PHL,11:55 a.m.,11:43 PM,6:17 p.m.,5:38 p.m.
626,flightstats,AA-4198-ORD-CLE,2011-12-02T10:40:00,12:40 p.m.,12/02/2011 12:50 p.m.,12:50 p.m.
627,flightstats,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,12/02/2011 6:36 p.m.,2011-12-02T18:36:00
628,flightstats,AA-3809-PHX-LAX,6:00 a.m.,6:10 p.m.,2011-12-02T06:40:00,2011-11-30T06:19:00.000
629,flightstats,AA-59-JFK-SFO,7:10 AM,7:39 a.m.,10:45 a.m.,10:45 a.m.
630,panynj,AA-3859-IAH-ORD,2011-12-02T07:10:00,12/02/2011 7:10 a.m.,9:40 a.m.,2011-12-02T09:22:00
631,panynj,CO-1586-IAH-MCO,7:00 p.m.,7:42 p.m.,10:29 p.m. Dec 1,10:29 p.m. Dec 1
632,panynj,AA-518-MIA-JFK,6:40 PM,6:54 a.m.,9:25 a.m.,2023-12-02T09:28:00
633,panynj,UA-397-JFK-SFO,2023-11-30T08:00:00,08:49 AM,11/30 11:55 a.m.,11:58 a.m.
634,panynj,UA-3925-IAD-ORF,N/A,9:01 a.m.,09:43,2023-12-02T09:43:00
635,panynj,AA-1733-ORD-PHX,12/02/2011 7:45 p.m.,7:59 p.m.,10:30 p.m.,12/02/2011 10:30 p.m.
636,panynj,AA-3-JFK-LAX,2023-11-30T12:00:00,12:12 PM,11/30 3:12 p.m.,12:00 p.m.
637,panynj,UA-2830-MCO-CLT,15:27,15:50,2011-12-02T17:05:00,2011-12-02T17:17:00
638,panynj,CO-58-DEN-IAH,TBD,12:37 p.m.,15:31,3:31 p.m.
639,panynj,UA-5487-SFO-MRY,TBD,10:53 a.m.,11:21 a.m.,2023-11-30T11:21:00
640,panynj,AA-204-LAX-MCO,TBD,Not Available,2023-12-02T06:55:00,6:55 a.m. Dec 02
641,panynj,UA-414-LAX-SFO,6:00 a.m.,6:10 a.m.,7:17 a.m.,7:17 a.m.
642,panynj,CO-1614-LAX-IAH,TBD,12:58 a.m.,N/A,12:58 a.m.
643,panynj,UA-2726-FLL-PHL,2011-12-02T16:00:00,16:10,6:46 p.m.,6:46 p.m.
644,panynj,CO-52-IAH-LAX,7:30 a.m.,7:56 a.m.,N/A,9:09 a.m.
645,panynj,CO-1090-BOS-IAH,10:35 a.m.,10:35 a.m.,2023-12-02T13:19:00,2023-12-02T13:19:00
646,panynj,AA-616-DFW-DTW,2023-12-02T09:05:00,09:05,12:35 p.m.,12:18 p.m.
647,panynj,UA-3515-IAD-MSP,8:00 a.m.,8:26 a.m.,09:56 AM,9:56 a.m.
648,panynj,AA-3468-CVG-MIA,7:00 a.m.,2011-12-02T07:25:00,9:55 a.m.,9:45 a.m.
649,panynj,AA-484-DFW-MIA,2023-12-02T16:15:00,Dec 02 4:30 p.m.,Dec 02 7:55 p.m.,Dec 02 7:39 p.m.
650,panynj,AA-1886-BOS-MIA,TBD,11/30 10:55 a.m.,11/30 1:40 p.m.,2023-11-30T13:40:00
651,panynj,CO-62-IAH-EWR,TBD,2:59 p.m.,TBD,N/A
652,panynj,CO-1561-PHX-IAH,8:00 a.m.,8:18 a.m.,11:32 a.m.,11:32 a.m.
653,panynj,UA-2314-ATL-PHL,3:00 p.m.,3:04 p.m.,5:00 p.m.,5:00 p.m.
654,panynj,AA-446-DFW-PHL,11:50 AM,12:13 PM,15:50 2023-12-01,2023-11-30T16:09:00
655,panynj,CO-1023-IAH-DEN,12/02/2011 12:06 p.m.,12:06 p.m.,12:14 p.m.,2011-12-02T13:14:00
656,panynj,AA-466-IAH-MIA,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:20 a.m.
657,panynj,UA-3050-PHX-CLT,11:05 a.m.,11:45 PM,2023-11-30T16:57:00,4:57 p.m.
658,panynj,CO-89-IAH-EWR,TBD,6:17 a.m.,TBD,2023-12-02T10:27:00
659,panynj,CO-1088-CLE-IAH,09:00,9:01 a.m.,10:56 AM,10:56 a.m.
660,panynj,AA-1664-MIA-ATL,2023-12-02T10:15:00,10:19,12:10 p.m.,12:10 p.m.
661,panynj,AA-1279-DFW-PHX,2011-12-02T13:00:00,12/02/2011 1:00 p.m.,2:35 p.m.,15:19
662,panynj,UA-854-SFO-IAH,8:00 a.m.,8:07 a.m.,1:30 p.m.,1:30 PM
663,panynj,UA-382-IAD-LAX,12:56 p.m.,12:56 p.m.,15:21,3:21 p.m.
664,panynj,AA-4344-ORD-DTW,12:00 p.m.,12:14 p.m.,14:01,2:01 p.m.
665,panynj,UA-257-JFK-SFO,2011-12-02T14:30:00,14:43,6:15 p.m.,5:42 p.m.
666,panynj,UA-2945-PHL-CLT,12:00 PM,12:00 p.m.,2023-12-02T13:45:00,1:45 p.m.
667,panynj,CO-63-EWR-IAH,5:00 p.m.,5:38 p.m.,2023-11-30T20:03:00,2023-11-30T20:03:00
668,panynj,CO-47-IAH-LAX,8:00 p.m.,8:36 p.m.,2023-10-01T21:38:00,9:38 p.m.
669,panynj,AA-2050-ORD-MIA,11:00 a.m.,11:06 AM,2:45 p.m. Dec 1,2023-12-02T14:46:00
670,panynj,UA-248-PHX-ORD,TBA,1:43 p.m.,2023-12-02T17:34:00,2023-12-02T17:34:00
671,panynj,AA-4330-CVG-ORD,TBD,3:36 p.m.,3:25 p.m.,3:25 p.m.
672,panynj,AA-1434-DFW-MCO,7:15 a.m.,07:22 AM,10:29 a.m.,10:29
673,panynj,AA-1640-MIA-MCO,6:30 PM Dec 1,null,12:25 PM,null
674,panynj,AA-4307-ORD-DTW,2023-12-02T18:45:00,18:56,9:10 a.m.,8:43 p.m.
675,panynj,CO-1694-LAX-IAH,7:15 PM Dec 1,7:15 PM Dec 1,00:21 Dec 02,12:21 AM Dec 02
676,panynj,UA-843-LAX-ORD,TBD,2:38 p.m.,12:58 p.m.,7:58 p.m.
677,panynj,CO-1193-EWR-MCO,9:58 a.m.,09:58,12:18 p.m.,2023-11-30T12:09:00
678,panynj,AA-3842-MSP-ORD,11/30 06:00 AM,6:57 AM,11/30 7:30 a.m.,7:51 a.m.
679,panynj,AA-643-MIA-ORD,7:10 a.m. Dec 1,07:31,2023-11-30T09:35:00,2023-11-30T09:29:00
680,panynj,AA-1007-MIA-PHX,5:00 p.m.,5:09 p.m.,7:53 p.m.,7:53 p.m.
681,panynj,UA-2906-PHL-MCO,3:50 PM,16:46,6:23 PM,18:35
682,panynj,UA-938-DEN-ORD,TBD,4:37 p.m.,7:36 p.m. Dec 1,7:36 p.m. Dec 1
683,panynj,AA-1221-MCO-ORD,12:00 PM,2023-12-02T20:23:00,9:45 p.m.,21:49
684,panynj,CO-16-LAX-EWR,10:00 a.m.,10:37 a.m.,18:34,6:34 p.m.
685,panynj,UA-2515-DFW-CLT,TBD,7:31 a.m.,10:45 a.m.,10:45 a.m.
686,panynj,AA-400-DFW-JFK,10:40 a.m.,10:40 a.m.,2011-11-30T14:59:00,11/30/2011 3:04 p.m.
687,panynj,UA-664-ORD-PHL,1:33 PM Dec 1,1:48 PM,4:31 p.m.,4:23 p.m.
688,panynj,AA-3756-ORD-SLC,12:15 p.m. Dec 1,12:42 PM,2011-12-02T14:45:00,2011-12-02T14:52:00
689,panynj,UA-37-EWR-MCO,2:01 p.m.,2:01 p.m.,4:17 p.m.,4:17 p.m.
690,panynj,AA-1522-SFO-ORD,2011-12-02T23:55:00,12/02/2011 11:55 p.m.,2011-12-02T05:50:00,2011-12-03T05:50:00
691,panynj,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,2023-12-02T00:29:00,12:29 AM Dec 02
692,panynj,AA-3823-LAX-DEN,2023-12-02T21:00:00,9:00 PM,2023-12-03T00:15:00,Dec 03 12:15 a.m.
693,panynj,AA-2312-DFW-DTW,08:25 PM,8:25 PM,11:50 p.m.,11:50 PM
694,panynj,AA-1165-JFK-MIA,6:59 a.m.,07:23,10:34 a.m.,10:47 a.m.
695,panynj,AA-431-MIA-SFO,8:35 a.m. Dec 1,08:52,11/30 11:44 a.m.,2023-11-30T11:44:00
696,panynj,UA-3373-IAD-PHL,8:37 a.m.,8:37 a.m.,TBD,9:13 a.m. (-00:00)
697,panynj,AA-649-ORD-SNA,2023-12-02T13:30:00,Dec 02 1:30 p.m.,2023-11-30T15:50:00,2023-11-30T15:50:00
698,panynj,CO-1250-MIA-IAH,TBD,3:17 p.m.,TBD,4:59 p.m. (-00:00)
699,panynj,UA-6273-YYC-SFO,7:00 a.m.,7:41 a.m.,08:45 a.m.,8:45 a.m.
700,panynj,UA-828-SFO-ORD,TBA,Not Available,2023-12-02T05:11:00,5:11 a.m.Dec 02
701,panynj,CO-4888-IAH-DAL,2023-11-30T17:30:00,5:30 PM,6:40 p.m.,6:40 p.m.
702,panynj,UA-858-PVG-SFO,1:45 p.m.,1:45 p.m.,2023-11-30T08:02:00,2023-11-30T08:02:00
703,panynj,UA-2704-DTW-PHX,TBD,11:47 a.m.,14:02,2:02 p.m.
704,panynj,AA-3063-SLC-LAX,8:40 p.m.,8:40 p.m.,9:11 p.m.,9:11 p.m.
705,panynj,UA-2708-EWR-CLT,3:00 p.m.,3:04 p.m.,4:24 p.m.,4:24 p.m.
706,panynj,UA-62-IAH-EWR,TBA,2:59 p.m.,7:10 PM,2023-11-30T19:10:00
707,panynj,UA-1500-IAH-GUA,TBA,9:43 a.m.,12:12 p.m.,12:12 p.m.
708,panynj,AA-3804-PHL-ORD,2011-12-02T14:35:00,2:44 p.m. Dec 1,4:05 p.m.,3:36 p.m.
709,panynj,AA-1917-JFK-MCO,2:55 p.m.,15:28,2023-11-30T17:55:00,5:34 p.m. on 11/30
710,panynj,AA-2268-PHX-ORD,7:15 a.m.,7:15 a.m.,11:35 a.m.,11:35 a.m.
711,panynj,AA-4277-CVG-JFK,12:11 p.m.,12:11 PM,13:43,1:43 p.m.
712,panynj,AA-2957-DFW-CVG,8:00 a.m.,08:05,11:05 a.m.,11:00 PM
713,panynj,UA-37-EDI-EWR,9:05 a.m.,9:05 a.m.,12:09 p.m.,2011-12-02T12:09:00
714,panynj,AA-789-ORD-DEN,1:05 p.m.,13:20,2:35 p.m.,2:55 p.m.
715,panynj,AA-415-BOS-ORD,8:56 a.m.,8:56 a.m. (-00:00),10:10 a.m.,10:10 a.m.
716,panynj,AA-85-JFK-SFO,2011-11-30T15:05:00,11/30 3:38 p.m.,11/30 6:30 PM,11/30 6:43 p.m.
717,panynj,AA-3979-CVG-ORD,Dec 02 07:30 AM,8:04 a.m.,Dec 02 8:04 a.m.,Dec 02 7:57 a.m.
718,panynj,AA-1544-SAN-ORD,11:41 a.m.,11:41 a.m.,11/30 4:56 p.m.,2023-11-30T16:56:00
719,panynj,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:40 p.m.
720,panynj,AA-271-MIA-LAX,2011-12-02T11:52:00,2011-12-02T11:52:00,2011-12-02T14:25:00,2:27 p.m.
721,panynj,AA-2525-DFW-MIA,11/30 07:25 AM,7:40 a.m.,11:10 a.m.,11:06 a.m.
722,panynj,CO-50-CLE-EWR,TBD,4:02 p.m.,5:26 p.m. Dec 1,5:26 p.m. Dec 1
723,panynj,UA-3099-PHX-PHL,11:55 AM Dec 1,11:55 AM Dec 1,6:17 p.m.,18:17
724,panynj,AA-4198-ORD-CLE,10:40 a.m.,10:55 AM,2011-12-02T12:55:00,2011-12-02T12:48:00
725,panynj,AA-404-MIA-MCO,2011-12-02T06:45:00,6:58 AM,7:45 a.m. Dec 1,7:32 a.m. Dec 1
726,panynj,CO-45-EWR-MIA,2023-12-02T16:00:00,16:15,7:05 p.m.,6:36 p.m.
727,panynj,AA-3809-PHX-LAX,06:00,06:11,2023-11-30T06:19:00,2023-11-30T06:19:00
728,panynj,AA-59-JFK-SFO,7:10 a.m.,07:40,10:45 a.m. Dec 1,11:12 a.m.
729,panynj,AA-222-LAX-BOS,7:10 a.m. Dec 1,7:32 PM,3:30 p.m.,2011-11-30T15:14:00
730,flightexplorer,AA-3859-IAH-ORD,7:00 a.m.,7:16 AM Dec 1,9:22 AM,09:22
731,flightexplorer,AA-1733-ORD-PHX,7:00 p.m.,7:59 p.m.,10:28 p.m.,10:28 p.m.
732,flightexplorer,CO-1586-IAH-MCO,7:00 p.m.,7:41 p.m.,10:22 p.m.,10:22 p.m.
733,flightexplorer,UA-397-JFK-SFO,N/A,8:47 a.m.,11:30 a.m.,11:30 a.m.
734,flightexplorer,UA-3925-IAD-ORF,9:01 a.m.,9:01 a.m.,9:39 a.m.,09:39
735,flightexplorer,AA-1640-MIA-MCO,18:30,6:30 PM,6:30 p.m.,TBD
736,flightexplorer,AA-1544-SAN-ORD,11:00 a.m.,11:41 a.m.,16:54,4:54 p.m.
737,flightexplorer,UA-5487-SFO-MRY,10:45 a.m.,10:53 a.m.,11:16 a.m.,11:16 a.m.
738,flightexplorer,AA-204-LAX-MCO,2011-12-02T23:25:00,2011-12-02T23:25:00,2011-12-02T06:55:00,2011-12-03T06:55:00
739,flightexplorer,UA-414-LAX-SFO,6:00 a.m.,6:09 a.m.,7:04 a.m.,7:04 a.m.
740,flightexplorer,CO-1614-LAX-IAH,12:00 a.m.,00:57,05:25 a.m.,5:25 a.m.
741,flightexplorer,AA-3756-ORD-SLC,12:00 p.m.,12:42 p.m.,14:50,2:50 p.m. Dec 1
742,flightexplorer,AA-3468-CVG-MIA,TBD,2023-12-02T07:25:00,Dec 02 9:29 a.m.,9:29 a.m.
743,flightexplorer,AA-484-DFW-MIA,N/A,4:30 p.m.,7:37 p.m.,7:37 p.m.
744,flightexplorer,AA-616-DFW-DTW,10:00 a.m.,10:11 a.m.,1:19 p.m.,1:19 p.m.
745,flightexplorer,AA-446-DFW-PHL,TBD,12:13 p.m.,16:08,16:08
746,flightexplorer,CO-1023-IAH-DEN,12:05 p.m.,12:05 p.m.,13:06,1:06 p.m.
747,flightexplorer,AA-466-IAH-MIA,6:09 a.m.,6:09 a.m.,8:50 a.m.,8:50 a.m.
748,flightexplorer,AA-2957-DFW-CVG,8:05 a.m.,8:05 a.m.,10:58 a.m.,10:58 a.m.
749,flightexplorer,AA-1664-MIA-ATL,10:00 a.m.,10:19 a.m.,11:50 a.m.,11:50 a.m.
750,flightexplorer,AA-3979-CVG-ORD,TBD,TBD,Not Available,07:59:00
751,flightexplorer,AA-1279-DFW-PHX,2:04 p.m.,14:04,3:13 p.m.,15:13
752,flightexplorer,UA-382-IAD-LAX,12:55 p.m.,12:55 p.m.,15:07,15:07
753,flightexplorer,AA-4344-ORD-DTW,12:00 p.m.,12:14 p.m.,1:55 p.m.,1:55 p.m.
754,flightexplorer,UA-257-JFK-SFO,14:00,2:41 p.m.,5:22 p.m.,5:22 p.m.
755,flightexplorer,AA-271-MIA-LAX,2011-12-02T00:00:00,2011-12-02T11:52:00,12/02/2011 2:21 p.m.,2011-12-02T14:21:00
756,flightexplorer,AA-2050-ORD-MIA,11:06 a.m.,11:06 a.m.,14:39,2:39 p.m.
757,flightexplorer,UA-248-PHX-ORD,13:09,1:09 PM,16:52,4:52 p.m.
758,flightexplorer,AA-4330-CVG-ORD,3:00 p.m.,3:36 p.m.,3:26 p.m.,15:26
759,flightexplorer,AA-1434-DFW-MCO,7:00 a.m.,7:22 a.m.,10:34 a.m.,10:34 a.m.
760,flightexplorer,AA-4307-ORD-DTW,unknown,6:56 p.m.,8:38 p.m.,8:38 p.m.
761,flightexplorer,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,15:04,3:04 p.m.
762,flightexplorer,CO-1193-EWR-MCO,9:00 a.m.,9:56 a.m.,12:02 p.m.,12:02 p.m.
763,flightexplorer,AA-3842-MSP-ORD,6:30 a.m.,6:57 a.m.,7:49 a.m.,7:49 a.m.
764,flightexplorer,AA-643-MIA-ORD,7:00 a.m.,7:31 a.m.,9:26 a.m.,9:26 a.m.
765,flightexplorer,AA-1007-MIA-PHX,5:00 p.m.,5:09 p.m.,7:43 p.m.,7:43 p.m.
766,flightexplorer,AA-2525-DFW-MIA,7:00 a.m.,7:40 a.m.,10:43 a.m.,10:43 a.m.
767,flightexplorer,UA-938-DEN-ORD,TBA,4:35 p.m.,7:23 p.m.,7:23 p.m.
768,flightexplorer,AA-1221-MCO-ORD,2011-12-02T20:23:00,2011-12-02T20:23:00,2011-12-02T21:47:00,2011-12-02T21:47:00
769,flightexplorer,AA-1886-BOS-MIA,N/A,TBD,N/A,13:36
770,flightexplorer,UA-664-ORD-PHL,1:30 p.m.,1:46 p.m.,16:20,4:20 p.m.
771,flightexplorer,UA-37-EWR-MCO,TBD,1:59 p.m.,4:05 p.m.,4:05 p.m.
772,flightexplorer,AA-1522-SFO-ORD,2011-11-30T23:55:00,11/30/2011 11:55 p.m.,12/01/2011 5:50 a.m.,2011-12-02T05:50:00.000
773,flightexplorer,AA-3823-LAX-DEN,2011-12-02T21:00:00,2011-12-02T21:00:00,2011-12-02T00:15:00,2011-12-02T00:15:00
774,flightexplorer,AA-2312-DFW-DTW,20:25,8:25 PM,23:50,11:50 p.m.
775,flightexplorer,AA-1165-JFK-MIA,7:00 a.m.,7:23 a.m.,9:45 a.m.,9:45 a.m.
776,flightexplorer,AA-431-MIA-SFO,TBD,8:52 a.m.,11:33 a.m.,11:33 a.m.
777,flightexplorer,UA-3373-IAD-PHL,8:00 a.m.,8:37 a.m.,9:13 a.m.,9:13 AM
778,flightexplorer,AA-649-ORD-SNA,2023-12-02T13:30:00,Dec 02 1:30 p.m.,2023-12-02T15:50:00,Dec 02 3:50 p.m.
779,flightexplorer,UA-828-SFO-ORD,TBD,2011-11-30T23:34:00,11/30/2011 5:24 a.m.,2011-12-01T05:24:00
780,flightexplorer,CO-4888-IAH-DAL,17:30,5:30 PM,2023-12-02T18:40:00,2023-12-02T18:40:00
781,flightexplorer,CO-1561-PHX-IAH,8:00 a.m.,8:17 a.m.,11:27 a.m.,11:27 a.m.
782,flightexplorer,AA-3804-PHL-ORD,2023-12-02T14:44:00,2023-12-02T14:44:00,Dec 02 3:36 p.m.,3:36 p.m.
783,flightexplorer,AA-2268-PHX-ORD,7:00 a.m.,7:23 a.m.,11:04 a.m.,11:04 a.m.
784,flightexplorer,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,2011-12-02T00:29:00,2011-12-02T00:29:00
785,flightexplorer,UA-6273-YYC-SFO,7:00 a.m.,7:41 a.m.,08:33 a.m.,8:33 a.m.
786,flightexplorer,AA-4277-CVG-JFK,12:00 p.m.,12:11 p.m.,13:42,1:42 p.m.
787,flightexplorer,AA-789-ORD-DEN,1:00 p.m.,1:20 p.m.,2:49 p.m.,2:49 p.m.
788,flightexplorer,AA-222-LAX-BOS,7:00 a.m.,7:32 a.m.,15:12,3:12 p.m.
789,flightexplorer,AA-4198-ORD-CLE,10:55 a.m.,10:55 a.m.,12:37 p.m.,12:37 p.m.
790,flightexplorer,AA-404-MIA-MCO,6:00 a.m.,6:58 a.m.,7:37 a.m.,7:37 a.m.
791,flightexplorer,AA-3809-PHX-LAX,6:00 a.m.,6:11 a.m.,6:13 a.m.,6:13 a.m.
792,flightexplorer,AA-59-JFK-SFO,TBD,7:40 a.m.,10:52 a.m.,10:52 a.m.
793,mia,AA-2050-ORD-MIA,N/A,14:00,14:45 2011-12-01,14:46
794,mia,AA-1165-JFK-MIA,N/A,TBD,2011-12-01T10:34:00,2011-12-01T10:08:00
795,mia,AA-484-DFW-MIA,N/A,N/A,19:55,19:39
796,mia,AA-466-IAH-MIA,N/A,09:00,2011-12-01T09:20:00,09:04 AM
797,mia,AA-2525-DFW-MIA,TBD,11:00A,2011-12-01T11:10:00,2011-12-01T11:06:00
798,iad,UA-382-IAD-LAX,12:30 PM,12:30 PM,12:30,12:30
799,dfw,AA-1279-DFW-PHX,13:00,1:00 PM,null,unknown
800,dfw,AA-2312-DFW-DTW,2023-12-02T20:25:00,2023-12-02T20:25:00,TBD,TBD
801,dfw,AA-446-DFW-PHL,11:50 AM Dec 1,2023-12-01T11:50:00,12:50pDec 1,TBD
802,dfw,AA-400-DFW-JFK,2023-11-30T10:40:00,11/30 10:40 a.m.,11/30 2:40 p.m.,11/30 3:40 p.m.
803,dfw,AA-484-DFW-MIA,2011-12-02T16:15:00,2011-12-02T16:15:00,12/02/2011 8:15 p.m.,12/02/2011 8:15 p.m.
804,mco,CO-1586-IAH-MCO,TBD,Unknown,2023-10-12T22:15:00,2023-10-19T22:25:00
805,mco,AA-1917-JFK-MCO,TBA,17:55,2023-10-19T17:55:00,2023-10-19T17:40:00
806,mco,AA-1640-MIA-MCO,TBA,19:25,2023-10-19T19:25:00,19:33
807,mco,AA-404-MIA-MCO,TBD,TBD,2023-10-19T07:45:00,2023-10-05T07:31:00
808,mco,AA-204-LAX-MCO,TBD,TBD,2023-10-12T06:55:00,2023-10-05T06:50:00
809,mco,AA-1221-MCO-ORD,2023-10-19T20:00:00,20:00,Thu 22:00,20:00
810,mco,AA-1434-DFW-MCO,TBD,TBD,2023-10-12T10:35:00,2023-10-19T10:28:00
811,mco,CO-1193-EWR-MCO,TBD,TBD,2023-10-05T12:18:00,Thu 12:18
812,flights,AA-3859-IAH-ORD,7:10 a.m.,11/30 07:16 a.m.,9:40 a.m.,9:32 a.m.
813,flights,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:29 p.m.,2011-12-02T22:29:00
814,flights,AA-518-MIA-JFK,2011-12-02T06:40:00,2011-12-02T06:54:00,2011-12-02T09:25:00,12/02/2011 9:28 a.m.
815,flights,UA-397-JFK-SFO,Dec 02 2011 8:00 a.m.,12/02/2011 8:29 AM,Dec 02 11:55 a.m.,Dec 01 11:58 a.m.
816,flights,UA-3925-IAD-ORF,TBD,8:42 a.m.,N/A,8:42 a.m.
817,flights,AA-1733-ORD-PHX,TBD,N/A,10:30 p.m.,Not Available
818,flights,AA-3-JFK-LAX,11/30 12:00 PM,11/30 12:11 p.m.,3:15 p.m.,3:16 p.m.
819,flights,UA-2830-MCO-CLT,3:27 p.m.,15:28,5:05 p.m.,5:05 p.m.
820,flights,CO-58-DEN-IAH,TBD,11:32 a.m.,2023-11-30T15:31:00,2023-11-30T15:31:00
821,flights,UA-5487-SFO-MRY,10:00,10:33 AM,2023-12-01T11:21:00,11:21 AM Dec 1
822,flights,AA-204-LAX-MCO,11:25 AM,11:25 AM,2011-12-02T06:55:00,2011-12-02T06:55:00
823,flights,UA-414-LAX-SFO,TBD,TBD,TBD,7:17 a.m.
824,flights,CO-1614-LAX-IAH,TBD,N/A,TBD,N/A
825,flights,UA-2726-FLL-PHL,2023-11-30T16:00:00,16:58,6:46 p.m.,6:46 p.m.
826,flights,CO-52-IAH-LAX,7:00 a.m.,7:29 AM Dec 1,,9:14 a.m.
827,flights,CO-1090-BOS-IAH,10:00 a.m.,10:19 a.m.,1:19 p.m.,1:19 p.m.
828,flights,AA-616-DFW-DTW,9:05 AM,10:10 AM,2023-11-30T12:35:00,1:27 p.m.
829,flights,UA-3515-IAD-MSP,TBD,N/A,N/A,9:56 a.m.
830,flights,AA-3468-CVG-MIA,07:00 AM,7:25 a.m.,9:55 a.m.,2011-12-02T09:45:00
831,flights,AA-484-DFW-MIA,2011-12-02T16:15:00,4:29 p.m.,12/02/2011 7:55 p.m.,2011-12-02T19:39:00
832,flights,AA-1886-BOS-MIA,TBD,Dec 02 10:55 a.m.,Dec 02 1:40 p.m.,Dec 01 1:40 p.m.
833,flights,CO-62-IAH-EWR,2011-12-02T14:48:00,12/02/2011 2:48 p.m.,12/02/2011 7:10 p.m.,2011-12-02T19:10:00
834,flights,CO-1561-PHX-IAH,8:00 a.m.,8:00 a.m.,11:32 p.m.,11:32 a.m.
835,flights,UA-2314-ATL-PHL,TBD,2:46 p.m.,4:47 p.m.,4:47 p.m.
836,flights,AA-446-DFW-PHL,2011-12-02T11:50:00,2011-12-02T12:12:00,12/02/2011 4:09 p.m.,4:09 p.m.
837,flights,CO-1023-IAH-DEN,TBD,11:56 a.m.,2023-12-02T13:14:00,2023-12-02T13:14:00
838,flights,AA-466-IAH-MIA,2023-12-02T06:00:00,6:08 a.m.,9:20 a.m.,9:05 a.m.
839,flights,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,2011-12-02T17:05:00
840,flights,CO-89-IAH-EWR,TBD,12:02 PM,10:27 a.m.,10:27 a.m.
841,flights,CO-1088-CLE-IAH,TBD,8:40 AM,2011-12-02T10:56:00,2011-12-02T10:56:00
842,flights,AA-1664-MIA-ATL,10:15 a.m.,10:15 a.m.,12:10 p.m. Dec 1,11:56 a.m.
843,flights,AA-1279-DFW-PHX,1:00 PM,2023-12-02T14:04:00,2:35 p.m.,3:20 p.m.
844,flights,UA-854-SFO-IAH,2023-12-01T07:49:00,7:49 AM Dec 1,2023-12-01T13:30:00,1:30 p.m.
845,flights,UA-382-IAD-LAX,2011-12-02T12:35:00,2011-12-02T12:35:00,2011-12-02T15:21:00,2011-12-02T15:21:00
846,flights,AA-4344-ORD-DTW,12/02/2011 12:00 p.m.,12:13 p.m.,12/02/2011 2:10 p.m.,2011-12-02T14:10:00
847,flights,UA-257-JFK-SFO,2023-11-30T14:30:00,2:26 p.m.,2023-12-02T18:15:00,6:15 p.m.
848,flights,UA-2945-PHL-CLT,12:00 PM,11:51 a.m.,2023-12-02T13:45:00,1:15 p.m.
849,flights,CO-63-EWR-IAH,5:00 p.m.,5:22 p.m.,2011-12-02T20:03:00,2011-12-02T20:03:00
850,flights,CO-47-IAH-LAX,TBD,2023-12-02T20:25:00,Dec 02 10:56 p.m.,2023-12-02T20:56:00
851,flights,AA-2050-ORD-MIA,11:00 a.m.,11:05 AM,2023-11-30T14:45:00,2:46 PM Dec 1
852,flights,UA-248-PHX-ORD,TBD,N/A,TBD,5:34 p.m.
853,flights,AA-4330-CVG-ORD,TBD,3:36 PM Dec 1,3:33 p.m.,3:33 p.m.
854,flights,AA-1434-DFW-MCO,Dec 02 07:15 AM,7:21 a.m.,10:35 a.m. Dec 1,10:36 a.m. Dec 1
855,flights,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
856,flights,AA-4307-ORD-DTW,2023-12-02T18:45:00,6:55 p.m.,Dec 02 8:53 p.m.,Dec 02 8:53 p.m.
857,flights,CO-1694-LAX-IAH,12:15 PM,2011-12-02T19:15:00,2011-12-02T00:21:00,2011-12-02T00:21:00
858,flights,UA-843-LAX-ORD,2:10 p.m.,2:10 p.m.,12/02/2011 7:58 p.m.,2011-12-02T19:58:00
859,flights,CO-1193-EWR-MCO,2023-12-02T09:15:00,9:14 a.m.,Dec 02 12:18 p.m.,Dec 02 12:09 p.m.
860,flights,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m. Dec 1,2011-11-30T07:51:00
